Date,Price,Open,High,Low,Vol.,Change %
6/21/2023,17700,"16,900.00","17,750.00","16,850.00",17.54M,4.42%
6/20/2023,16950,"16,400.00","16,950.00","16,400.00",5.81M,3.35%
6/19/2023,16400,"16,800.00","16,800.00","16,400.00",7.32M,-2.38%
6/16/2023,16800,"16,900.00","17,200.00","16,650.00",15.75M,0.30%
6/15/2023,16750,"17,100.00","17,150.00","16,650.00",13.48M,-2.05%
6/14/2023,17100,"17,500.00","17,500.00","17,050.00",8.97M,-2.01%
6/13/2023,17450,"16,600.00","17,600.00","16,400.00",21.31M,5.76%
6/12/2023,16500,"16,750.00","16,800.00","16,100.00",10.79M,-1.20%
6/9/2023,16700,"16,400.00","16,700.00","16,150.00",10.67M,2.45%
6/8/2023,16300,"16,700.00","16,850.00","16,300.00",16.30M,-2.40%
6/7/2023,16700,"16,750.00","17,150.00","16,650.00",13.09M,1.83%
6/6/2023,16400,"16,200.00","16,550.00","16,050.00",10.30M,0.92%
6/5/2023,16250,"16,300.00","16,650.00","16,000.00",13.97M,2.52%
6/2/2023,15850,"15,500.00","16,100.00","15,350.00",15.21M,3.26%
6/1/2023,15350,"15,500.00","15,550.00","15,050.00",9.53M,-0.97%
5/31/2023,15500,"15,600.00","15,800.00","15,400.00",12.53M,0.00%
5/30/2023,15500,"15,250.00","15,600.00","15,150.00",16.87M,2.31%
5/29/2023,15150,"14,800.00","15,200.00","14,650.00",6.98M,3.06%
5/26/2023,14700,"14,900.00","14,900.00","14,600.00",4.75M,-1.01%
5/25/2023,14850,"14,700.00","14,950.00","14,600.00",4.06M,0.34%
5/24/2023,14800,"15,200.00","15,200.00","14,800.00",6.70M,-1.99%
5/23/2023,15100,"15,300.00","15,400.00","15,000.00",5.21M,-0.98%
5/22/2023,15250,"14,600.00","15,300.00","14,600.00",8.64M,4.45%
5/19/2023,14600,"14,550.00","14,750.00","14,500.00",3.72M,0.34%
5/18/2023,14550,"14,550.00","14,650.00","14,400.00",5.89M,0.34%
5/17/2023,14500,"14,800.00","14,900.00","14,500.00",7.63M,-2.03%
5/16/2023,14800,"15,000.00","15,150.00","14,700.00",5.61M,-1.33%
5/15/2023,15000,"15,600.00","15,600.00","15,000.00",8.95M,-2.60%
5/12/2023,15400,"15,200.00","15,600.00","15,200.00",7.82M,1.32%
5/11/2023,15200,"15,200.00","15,500.00","15,050.00",8.51M,0.33%
5/10/2023,15150,"15,050.00","15,200.00","14,950.00",4.72M,0.66%
5/9/2023,15050,"14,700.00","15,100.00","14,600.00",11.87M,3.79%
5/8/2023,14500,"14,700.00","14,700.00","14,500.00",2.76M,0.00%
5/5/2023,14500,"14,400.00","14,750.00","14,300.00",3.18M,0.69%
5/4/2023,14400,"14,500.00","14,700.00","14,300.00",3.35M,-1.03%
4/28/2023,14550,"14,500.00","14,650.00","14,450.00",3.12M,0.34%
4/27/2023,14500,"14,800.00","14,850.00","14,500.00",2.54M,-2.03%
4/26/2023,14800,"14,100.00","14,800.00","14,000.00",5.07M,4.96%
4/25/2023,14100,"14,000.00","14,500.00","13,900.00",3.83M,1.81%
4/24/2023,13850,"14,150.00","14,200.00","13,800.00",5.18M,-2.12%
4/21/2023,14150,"14,600.00","14,600.00","14,050.00",7.16M,-3.41%
4/20/2023,14650,"14,650.00","14,700.00","14,500.00",3.07M,0.00%
4/19/2023,14650,"14,900.00","15,000.00","14,650.00",3.68M,-1.68%
4/18/2023,14900,"14,900.00","15,000.00","14,800.00",3.26M,0.68%
4/17/2023,14800,"14,600.00","14,900.00","14,600.00",2.53M,1.02%
4/14/2023,14650,"14,750.00","14,950.00","14,600.00",6.85M,0.34%
4/13/2023,14600,"14,750.00","14,800.00","14,500.00",4.00M,-0.68%
4/12/2023,14700,"14,900.00","15,000.00","14,700.00",4.07M,-1.34%
4/11/2023,14900,"14,400.00","14,900.00","14,400.00",5.87M,3.11%
4/10/2023,14450,"14,650.00","14,950.00","14,400.00",12.80M,-2.36%
4/7/2023,14800,"15,100.00","15,250.00","14,700.00",12.32M,-2.31%
4/6/2023,15150,"15,500.00","15,600.00","15,150.00",13.64M,-1.94%
4/5/2023,15450,"15,300.00","15,500.00","15,200.00",9.15M,0.98%
4/4/2023,15300,"15,050.00","15,450.00","15,050.00",7.83M,0.99%
4/3/2023,15150,"15,450.00","15,650.00","15,100.00",14.41M,-1.62%
3/31/2023,15400,"15,600.00","15,900.00","15,000.00",20.45M,-1.91%
3/30/2023,15700,"16,500.00","16,650.00","15,700.00",26.11M,-4.27%
3/29/2023,16400,"16,050.00","16,600.00","16,050.00",9.10M,2.18%
3/28/2023,16050,"16,500.00","16,500.00","16,050.00",8.42M,-1.53%
3/27/2023,16300,"15,900.00","16,400.00","15,750.00",9.86M,2.52%
3/24/2023,15900,"16,050.00","16,200.00","15,750.00",7.87M,0.00%
3/23/2023,15900,"15,400.00","16,000.00","15,350.00",7.34M,1.92%
3/22/2023,15600,"15,950.00","15,950.00","15,600.00",4.70M,-1.27%
3/21/2023,15800,"15,350.00","15,800.00","15,000.00",8.65M,4.29%
3/20/2023,15150,"15,600.00","15,900.00","15,100.00",9.61M,-3.50%
3/17/2023,15700,"16,000.00","16,100.00","15,600.00",6.59M,-0.32%
3/16/2023,15750,"15,950.00","16,250.00","15,650.00",9.03M,-3.67%
3/15/2023,16350,"15,950.00","16,350.00","15,800.00",8.92M,5.83%
3/14/2023,15450,"16,400.00","16,400.00","15,350.00",21.20M,-5.79%
3/13/2023,16400,"16,500.00","16,800.00","16,200.00",8.54M,-1.80%
3/10/2023,16700,"16,400.00","16,700.00","16,100.00",14.94M,0.30%
3/9/2023,16650,"16,800.00","17,100.00","16,650.00",14.45M,-0.30%
3/8/2023,16700,"16,350.00","16,700.00","16,250.00",13.32M,1.21%
3/7/2023,16500,"15,600.00","16,550.00","15,500.00",24.60M,6.45%
3/6/2023,15500,"15,800.00","16,000.00","15,000.00",8.15M,0.98%
3/3/2023,15350,"15,500.00","16,150.00","15,350.00",18.75M,0.00%
3/2/2023,15350,"15,300.00","15,700.00","15,100.00",10.09M,1.66%
3/1/2023,15100,"14,150.00","15,100.00","13,950.00",8.22M,6.71%
2/28/2023,14150,"14,500.00","14,650.00","13,950.00",6.48M,-0.35%
2/27/2023,14200,"14,800.00","14,800.00","14,200.00",10.33M,-5.33%
2/24/2023,15000,"15,700.00","15,750.00","14,900.00",7.63M,-3.85%
2/23/2023,15600,"15,050.00","15,600.00","14,500.00",13.39M,2.97%
2/22/2023,15150,"14,900.00","16,000.00","14,900.00",20.54M,-0.98%
2/21/2023,15300,"15,900.00","15,950.00","15,300.00",13.90M,-2.86%
2/20/2023,15750,"15,350.00","15,800.00","15,300.00",13.92M,3.62%
2/17/2023,15200,"15,100.00","15,350.00","14,900.00",10.86M,1.00%
2/16/2023,15050,"14,300.00","15,050.00","14,100.00",13.95M,6.74%
2/15/2023,14100,"13,800.00","14,450.00","13,700.00",9.54M,2.17%
2/14/2023,13800,"13,650.00","14,050.00","13,600.00",6.11M,2.22%
2/13/2023,13500,"13,350.00","13,700.00","12,900.00",7.33M,0.00%
2/10/2023,13500,"13,650.00","13,900.00","13,300.00",6.52M,-1.10%
2/9/2023,13650,"14,000.00","14,200.00","13,650.00",4.43M,-2.50%
2/8/2023,14000,"13,400.00","14,050.00","12,850.00",11.11M,6.46%
2/7/2023,13150,"14,100.00","14,400.00","13,150.00",13.33M,-6.74%
2/6/2023,14100,"14,000.00","14,200.00","13,700.00",6.13M,0.00%
2/3/2023,14100,"14,200.00","14,550.00","13,700.00",8.19M,0.00%
2/2/2023,14100,"14,800.00","14,950.00","14,050.00",11.99M,-4.73%
2/1/2023,14800,"15,950.00","16,300.00","14,800.00",26.77M,-6.92%
1/31/2023,15900,"15,600.00","15,900.00","15,450.00",9.63M,0.95%
1/30/2023,15750,"15,850.00","16,400.00","15,400.00",12.15M,0.00%
1/27/2023,15750,"15,500.00","16,000.00","15,050.00",13.39M,1.61%
1/19/2023,15500,"15,350.00","15,650.00","15,100.00",11.76M,0.32%
1/18/2023,15450,"15,700.00","15,800.00","15,300.00",8.39M,-0.32%
1/17/2023,15500,"14,750.00","15,500.00","14,600.00",16.06M,6.90%
1/16/2023,14500,"14,150.00","14,700.00","13,950.00",9.38M,3.20%
1/13/2023,14050,"14,450.00","14,700.00","13,900.00",7.79M,-0.71%
1/12/2023,14150,"14,000.00","14,300.00","13,800.00",6.48M,1.80%
1/11/2023,13900,"13,700.00","14,400.00","13,600.00",13.43M,2.96%
1/10/2023,13500,"13,100.00","13,700.00","12,600.00",9.01M,3.05%
1/9/2023,13100,"13,650.00","13,650.00","13,100.00",7.65M,-1.13%
1/6/2023,13250,"13,800.00","13,950.00","13,100.00",8.65M,-4.33%
1/5/2023,13850,"13,450.00","13,950.00","13,100.00",9.74M,3.75%
1/4/2023,13350,"13,600.00","13,800.00","13,250.00",7.89M,1.91%
1/3/2023,13100,"12,350.00","13,100.00","12,350.00",8.70M,6.94%
12/30/2022,12250,"12,450.00","12,500.00","12,100.00",3.90M,0.00%
12/29/2022,12250,"12,350.00","12,600.00","12,000.00",5.60M,-0.81%
12/28/2022,12350,"12,600.00","12,750.00","12,350.00",5.82M,0.00%
