Date;Price;Open;High;Low;Vol.;Change %
08/04/2023;19.250;18.850;19.250;18.800;6.24M;2,12%
08/03/2023;18.850;19.200;19.200;18.650;12.37M;-1,82%
08/02/2023;19.200;19.000;19.400;18.800;6.25M;0,79%
08/01/2023;19.050;19.700;19.700;19.050;12.10M;-3,30%
07/31/2023;19.700;20.250;20.250;19.300;10.70M;-0,51%
07/28/2023;19.800;19.750;20.150;19.500;8.54M;0,76%
07/27/2023;19.650;19.650;19.800;19.200;7.43M;0,00%
07/26/2023;19.650;19.600;20.100;19.500;8.40M;0,26%
07/25/2023;19.600;19.600;19.750;19.400;7.86M;0,00%
07/24/2023;19.600;19.750;19.900;19.450;7.56M;-0,51%
07/21/2023;19.700;19.300;19.800;19.200;8.24M;2,60%
07/20/2023;19.200;19.000;19.300;18.800;8.88M;0,79%
07/19/2023;19.050;19.200;19.300;18.900;10.62M;-0,26%
07/18/2023;19.100;19.400;19.400;19.050;8.96M;-1,80%
07/17/2023;19.450;19.550;19.800;19.300;6.97M;0,52%
07/14/2023;19.350;18.850;19.350;18.700;14.63M;3,75%
07/13/2023;18.650;18.900;18.950;18.600;5.10M;0,27%
07/12/2023;18.600;18.750;18.800;18.250;8.86M;-0,27%
07/11/2023;18.650;18.750;18.950;18.550;11.05M;-0,80%
07/10/2023;18.800;18.550;18.900;18.400;11.24M;2,17%
07/07/2023;18.400;17.400;18.450;17.200;15.39M;5,14%
07/06/2023;17.500;17.700;17.900;17.200;8.69M;-1,13%
07/05/2023;17.700;17.650;18.100;17.450;18.04M;1,14%
07/04/2023;17.500;17.250;17.500;17.050;10.70M;1,74%
07/03/2023;17.200;17.400;17.400;17.200;4.94M;-0,29%
06/30/2023;17.250;17.150;17.350;17.100;5.68M;0,00%
06/29/2023;17.250;18.150;18.200;17.250;14.87M;-4,96%
06/28/2023;18.150;18.050;18.350;18.000;10.93M;0,55%
06/27/2023;18.050;18.250;18.250;17.750;7.50M;-0,28%
06/26/2023;18.100;18.200;18.400;17.500;12.45M;-0,55%
06/23/2023;18.200;17.800;18.250;17.700;16.01M;2,82%
06/22/2023;17.700;17.800;17.900;17.600;11.37M;0,00%
06/21/2023;17.700;16.900;17.750;16.850;17.54M;4,42%
06/20/2023;16.950;16.400;16.950;16.400;5.81M;3,35%
06/19/2023;16.400;16.800;16.800;16.400;7.32M;-2,38%
06/16/2023;16.800;16.900;17.200;16.650;15.75M;0,30%
06/15/2023;16.750;17.100;17.150;16.650;13.48M;-2,05%
06/14/2023;17.100;17.500;17.500;17.050;8.97M;-2,01%
06/13/2023;17.450;16.600;17.600;16.400;21.31M;5,76%
06/12/2023;16.500;16.750;16.800;16.100;10.79M;-1,20%
06/09/2023;16.700;16.400;16.700;16.150;10.67M;2,45%
06/08/2023;16.300;16.700;16.850;16.300;16.30M;-2,40%
06/07/2023;16.700;16.750;17.150;16.650;13.09M;1,83%
06/06/2023;16.400;16.200;16.550;16.050;10.30M;0,92%
06/05/2023;16.250;16.300;16.650;16.000;13.97M;2,52%
06/02/2023;15.850;15.500;16.100;15.350;15.21M;3,26%
06/01/2023;15.350;15.500;15.550;15.050;9.53M;-0,97%
05/31/2023;15.500;15.600;15.800;15.400;12.53M;0,00%
