"Date","Price","Open","High","Low","Vol.","Change %"
"07/13/2023","17,051.3","17,148.7","17,343.6","17,002.6","9.87M","0.29%"
"07/12/2023","17,002.6","17,051.3","17,051.3","16,759.0","9.27M","0.00%"
"07/11/2023","17,002.6","17,002.6","17,100.0","16,856.4","15.90M","0.00%"
"07/10/2023","17,002.6","16,759.0","17,051.3","16,661.5","18.05M","1.45%"
"07/07/2023","16,759.0","15,930.8","16,759.0","15,833.3","22.97M","4.88%"
"07/06/2023","15,979.5","16,125.6","16,320.5","15,784.6","10.55M","-1.80%"
"07/05/2023","16,271.8","16,271.8","16,466.7","16,076.9","18.84M","0.60%"
"07/04/2023","16,174.4","15,979.5","16,174.4","15,882.1","9.86M","1.22%"
"07/03/2023","15,979.5","16,125.6","16,174.4","15,979.5","5.94M","-0.30%"
"06/30/2023","16,028.2","15,979.5","16,125.6","15,882.1","7.42M","0.30%"
"06/29/2023","15,979.5","16,466.7","16,515.4","15,979.5","12.39M","-2.38%"
"06/28/2023","16,369.2","16,466.7","16,661.5","16,271.8","13.76M","-0.59%"
"06/27/2023","16,466.7","16,564.1","16,612.8","16,174.4","14.97M","-0.29%"
"06/26/2023","16,515.4","16,661.5","16,759.0","16,076.9","12.39M","0.63%"
"06/23/2023","16,412.7","16,507.3","16,696.5","16,318.2","19.38M","-0.29%"
"06/22/2023","16,460.0","16,318.2","16,601.9","16,081.7","25.21M","1.46%"
"06/21/2023","16,223.6","15,750.6","16,223.6","15,561.4","20.99M","3.31%"
"06/20/2023","15,703.3","15,372.2","15,703.3","15,372.2","6.38M","2.15%"
"06/19/2023","15,372.2","15,608.7","15,656.0","15,372.2","8.26M","-1.52%"
"06/16/2023","15,608.7","15,797.9","16,081.7","15,608.7","23.21M","-0.30%"
"06/15/2023","15,656.0","15,845.2","15,939.8","15,466.8","20.10M","-1.49%"
"06/14/2023","15,892.5","16,318.2","16,318.2","15,892.5","15.13M","-2.33%"
"06/13/2023","16,270.9","15,703.3","16,365.5","15,514.1","29.72M","4.24%"
"06/12/2023","15,608.7","15,656.0","15,750.6","15,230.3","17.03M","-0.30%"
"06/09/2023","15,656.0","15,419.5","15,703.3","15,372.2","15.32M","1.22%"
"06/08/2023","15,466.8","15,845.2","15,987.1","15,466.8","22.91M","-2.39%"
"06/07/2023","15,845.2","15,514.1","15,987.1","15,514.1","29.42M","4.04%"
"06/06/2023","15,230.3","15,041.1","15,324.9","14,851.9","19.52M","1.58%"
"06/05/2023","14,993.8","14,851.9","15,135.7","14,757.3","25.66M","2.26%"
"06/02/2023","14,662.7","14,426.2","14,851.9","14,426.2","15.95M","1.97%"
"06/01/2023","14,378.9","14,473.5","14,520.8","14,142.4","15.48M","-1.30%"
